,class Names,truncatation,occlusion,alpha,xmin,ymin,xmax,ymax,height,width,length,xloc,yloc,zloc,rotation_y
46302,Pedestrian,0.00,0,0.36,857.29,148.91,897.29,253.36,1.90,0.42,1.04,4.94,1.47,13.62,"0.70
"
46303,Pedestrian,0.00,2,0.35,847.20,155.58,902.12,251.20,1.87,0.50,0.90,5.30,1.54,14.57,"0.69
"
46305,Pedestrian,0.00,0,-0.38,647.91,168.92,662.24,206.35,1.78,0.53,0.95,2.18,1.60,34.87,"-0.32
"
46307,Pedestrian,0.00,0,1.98,274.26,189.94,297.59,255.81,1.54,0.57,0.41,-7.83,1.96,17.24,"1.56
"
46324,Pedestrian,0.00,0,2.77,865.56,142.20,905.89,274.85,1.77,0.57,0.42,3.75,1.36,9.93,"3.12
"
46403,Pedestrian,0.00,2,-2.27,931.71,162.32,1008.38,316.64,1.78,0.78,0.65,4.40,1.66,8.73,"-1.82
"
46429,Pedestrian,0.00,2,-1.73,719.23,165.65,734.23,211.45,1.82,0.69,0.68,4.63,1.54,29.06,"-1.57
"
46441,Pedestrian,0.00,0,-0.64,1098.33,152.94,1178.66,298.47,1.78,0.53,0.95,6.70,1.55,9.16,"-0.02
"
46442,Pedestrian,0.00,0,-1.85,810.40,171.37,833.40,235.12,1.69,0.53,0.77,5.67,1.65,19.53,"-1.57
"
46443,Pedestrian,0.00,0,-1.82,789.48,165.66,818.81,235.69,1.85,0.61,0.77,5.26,1.67,19.52,"-1.56
"
46481,Pedestrian,0.00,0,0.76,668.46,169.29,688.37,200.22,1.69,0.69,0.83,3.76,1.50,39.89,"0.85
"
46485,Pedestrian,0.88,3,0.79,1218.75,147.83,1241.00,352.75,1.74,0.75,0.64,5.70,1.53,6.01,"1.52
"
46486,Pedestrian,0.00,1,-1.77,759.26,171.40,777.26,218.00,1.71,0.73,0.82,5.87,1.66,26.94,"-1.56
"
46496,Pedestrian,0.00,1,2.60,987.23,142.65,1095.57,317.91,1.82,0.58,1.23,4.74,1.44,7.72,"3.13
"
46497,Pedestrian,0.00,0,0.51,135.77,151.88,209.86,310.55,1.82,0.63,1.14,-5.17,1.49,8.48,"-0.02
"
46513,Pedestrian,0.00,0,-2.78,299.87,143.46,373.03,301.94,1.94,0.76,1.23,-3.52,1.49,9.12,"-3.14
"
46516,Pedestrian,0.00,1,1.08,556.39,168.42,571.73,215.65,1.86,0.64,0.84,-1.87,1.69,28.94,"1.02
"
46547,Pedestrian,0.00,0,-1.69,1091.97,156.04,1179.54,299.55,1.72,0.74,1.09,6.77,1.42,9.12,"-1.07
"
46583,Pedestrian,0.03,0,0.58,37.59,162.81,145.59,337.40,1.67,0.51,1.29,-5.28,1.51,7.10,"-0.04
"
46634,Pedestrian,0.00,0,-0.43,789.00,155.29,893.33,323.19,1.67,0.51,1.29,2.47,1.42,7.41,"-0.12
"
46669,Pedestrian,0.00,0,0.24,544.88,160.88,569.57,220.17,1.83,0.69,1.03,-1.49,1.23,22.27,"0.18
"
46671,Pedestrian,0.00,2,0.25,403.55,160.64,424.91,226.75,1.80,0.61,1.04,-5.19,1.26,19.70,"0.00
"
46673,Pedestrian,0.00,1,0.62,226.96,177.30,249.18,228.38,1.72,0.55,0.93,-12.48,1.62,24.21,"0.15
"
46674,Pedestrian,0.00,0,0.61,219.29,179.87,243.46,229.13,1.62,0.48,0.96,-12.47,1.61,23.64,"0.13
"
46676,Pedestrian,0.00,2,-2.79,305.15,174.91,327.88,225.61,1.60,0.54,0.84,-9.30,1.43,22.81,"3.11
"
46677,Pedestrian,0.00,1,-3.02,278.99,173.25,315.69,235.63,1.80,0.54,1.03,-9.14,1.59,20.93,"2.86
"
46678,Pedestrian,0.00,2,-2.85,387.33,160.97,410.73,223.98,1.95,0.56,0.82,-6.54,1.35,22.25,"-3.13
"
46692,Pedestrian,0.00,0,1.94,498.30,145.58,589.64,359.12,1.84,0.65,1.14,-0.61,1.54,6.71,"1.86
"
46775,Pedestrian,0.00,0,-0.17,680.86,179.68,698.46,226.58,1.78,0.53,0.95,2.93,2.05,27.88,"-0.06
"
46792,Pedestrian,0.03,0,-1.14,9.91,154.63,132.76,373.00,1.82,0.64,0.58,-4.57,1.61,6.17,"-1.76
"
46793,Pedestrian,0.00,3,2.21,43.29,158.33,142.61,356.11,1.82,0.56,0.51,-4.88,1.61,6.86,"1.60
"
46796,Pedestrian,0.00,0,-1.79,515.05,176.28,535.86,239.38,1.53,0.61,0.73,-2.25,1.63,18.05,"-1.92
"
46797,Pedestrian,0.00,0,-1.74,492.32,171.92,514.88,238.78,1.61,0.54,0.87,-2.70,1.59,17.87,"-1.89
"
46798,Pedestrian,0.00,0,2.44,929.62,163.60,984.03,261.96,1.66,0.80,0.50,5.98,1.51,12.61,"2.88
"
46799,Pedestrian,0.00,0,1.34,645.42,168.54,663.88,217.44,1.89,0.61,0.92,1.70,1.73,28.40,"1.40
"
46800,Pedestrian,0.00,1,1.31,666.63,168.01,686.28,217.49,1.91,0.69,0.77,2.55,1.73,28.42,"1.40
"
46897,Pedestrian,0.00,0,-2.86,354.41,158.70,420.74,306.95,1.73,0.50,1.12,-2.71,1.48,8.58,"3.13
"
46930,Pedestrian,0.19,3,-2.25,1170.82,144.71,1224.16,296.34,1.72,0.57,0.32,7.01,1.41,8.38,"-1.57
"
46931,Pedestrian,0.00,0,-1.81,777.62,165.79,805.29,230.23,1.67,0.70,0.44,4.73,1.49,18.96,"-1.57
"
46935,Pedestrian,0.00,0,0.68,607.72,170.04,613.72,196.12,1.90,0.42,1.04,0.18,1.70,53.08,"0.69
"
46936,Pedestrian,0.00,1,0.73,612.18,171.23,622.18,196.60,1.87,0.50,0.90,0.58,1.76,53.62,"0.74
"
47023,Pedestrian,0.61,3,0.85,1184.38,114.79,1223.00,235.09,1.80,0.61,0.94,9.51,0.81,10.80,"1.56
"
47026,Pedestrian,0.00,0,3.10,625.88,162.96,640.49,180.89,1.80,0.68,1.44,2.91,0.03,72.04,"-3.14
"
47029,Pedestrian,0.00,1,-2.00,968.27,145.51,1020.86,289.77,1.61,0.91,0.91,4.51,1.21,8.51,"-1.53
"
47032,Pedestrian,0.00,2,-1.72,801.71,157.81,828.93,230.36,1.65,0.88,0.49,4.64,1.11,16.64,"-1.46
"
47050,Pedestrian,0.00,2,-1.70,964.84,146.96,990.84,211.32,1.80,0.67,0.50,10.65,0.86,20.12,"-1.22
"
47051,Pedestrian,0.29,0,2.26,228.12,136.69,340.45,369.00,1.83,0.55,0.98,-1.92,1.58,4.49,"1.88
"
47052,Pedestrian,0.21,0,2.34,88.82,128.22,199.16,369.00,1.92,0.55,1.16,-3.26,1.59,5.05,"1.80
"
47053,Pedestrian,0.23,1,2.50,185.43,110.82,302.10,369.00,1.97,0.61,1.00,-2.45,1.56,4.75,"2.06
"
47054,Pedestrian,0.00,1,2.96,755.43,155.61,781.10,244.23,1.73,0.64,1.04,3.29,1.25,14.25,"-3.10
"
47056,Pedestrian,0.00,1,2.59,1051.96,141.01,1095.30,251.12,1.79,0.65,0.59,7.74,1.15,11.89,"-3.13
"
47057,Pedestrian,0.00,1,2.29,1075.32,129.29,1120.65,260.03,1.89,0.61,0.72,7.46,1.15,10.61,"2.89
"
47058,Pedestrian,0.00,2,2.56,1065.33,149.43,1097.33,253.83,1.63,0.40,0.60,7.67,1.15,11.31,"3.14
"
47078,Pedestrian,0.00,2,-1.31,435.14,168.07,454.23,244.65,1.83,0.60,0.39,-4.04,1.72,17.51,"-1.53
"
47079,Pedestrian,0.00,2,-1.35,452.92,170.57,462.48,234.28,1.81,0.34,0.32,-4.38,1.75,20.75,"-1.55
"
47082,Pedestrian,0.00,2,-1.37,456.11,171.37,470.16,236.22,1.78,0.40,0.43,-4.08,1.75,20.09,"-1.57
"
47141,Pedestrian,0.00,1,2.82,819.73,160.25,866.25,305.88,1.60,0.39,0.40,2.54,1.47,8.15,"3.12
"
47142,Pedestrian,0.00,1,2.37,758.12,168.77,795.81,278.58,1.50,0.40,0.35,2.27,1.45,10.10,"2.58
"
47143,Pedestrian,0.00,0,0.58,89.99,175.08,140.52,322.66,1.60,0.38,0.30,-5.54,1.63,8.01,"-0.01
"
47152,Pedestrian,0.00,2,-2.18,1096.16,156.97,1178.67,317.28,1.60,0.51,0.43,5.38,1.45,7.43,"-1.57
"
47169,Pedestrian,0.00,2,-1.27,374.93,164.28,401.34,259.14,1.83,0.60,0.39,-4.40,1.67,14.18,"-1.57
"
47170,Pedestrian,0.00,2,-1.30,397.98,165.05,416.40,242.08,1.81,0.34,0.32,-4.87,1.63,17.19,"-1.57
"
47173,Pedestrian,0.00,2,-1.31,405.96,166.05,421.21,244.54,1.78,0.40,0.43,-4.50,1.63,16.64,"-1.57
"
47183,Pedestrian,0.00,2,-1.72,722.32,164.78,730.32,207.85,1.82,0.69,0.68,4.62,1.48,30.88,"-1.57
"
47191,Pedestrian,0.08,0,-1.71,752.30,161.09,839.82,373.00,1.73,0.84,0.86,1.48,1.58,5.88,"-1.48
"
47192,Pedestrian,0.10,0,-1.83,832.07,152.46,911.30,373.00,1.81,0.90,0.95,2.09,1.60,5.84,"-1.51
"
47193,Pedestrian,0.00,0,-1.17,219.95,159.37,310.42,369.63,1.78,0.92,1.01,-3.19,1.59,6.62,"-1.61
"
47194,Pedestrian,0.00,2,-2.90,820.82,169.37,854.89,254.26,1.79,0.86,1.02,4.95,1.54,15.79,"-2.61
"
47195,Pedestrian,0.00,1,2.10,916.38,163.23,936.82,230.27,1.73,0.69,0.56,8.27,1.26,18.97,"2.50
"
47196,Pedestrian,0.00,0,-1.69,1019.50,160.71,1077.95,306.32,1.63,0.61,0.82,5.14,1.40,8.53,"-1.17
"
47258,Pedestrian,0.00,0,1.33,761.33,172.71,780.33,222.32,1.74,0.75,0.64,5.77,1.75,25.80,"1.54
"
47280,Pedestrian,0.00,2,-1.81,778.32,159.02,804.85,236.75,1.82,0.69,0.68,4.30,1.50,17.26,"-1.57
"
47332,Pedestrian,0.00,1,3.02,717.65,162.98,737.98,239.54,1.60,0.39,0.40,2.47,1.40,15.31,"-3.10
"
47333,Pedestrian,0.00,1,2.45,687.33,170.45,706.00,234.55,1.50,0.40,0.35,2.05,1.44,17.13,"2.57
"
47334,Pedestrian,0.00,2,0.34,331.10,170.49,348.60,249.16,1.60,0.38,0.30,-5.60,1.55,14.86,"-0.02
"
47396,Pedestrian,0.00,0,0.51,216.35,164.93,299.02,324.11,1.64,0.69,0.93,-3.70,1.49,7.68,"0.08
"
47415,Pedestrian,0.00,0,0.38,291.99,159.84,355.99,323.48,1.72,0.65,1.02,-3.14,1.50,7.79,"0.01
"
47416,Pedestrian,0.00,1,-3.06,561.77,158.48,594.77,246.23,1.81,0.90,0.95,-0.48,1.34,15.32,"-3.09
"
47417,Pedestrian,0.19,0,-2.35,890.64,140.52,1053.31,373.00,1.78,0.89,1.06,2.50,1.53,5.10,"-1.92
"
47418,Pedestrian,0.00,0,1.75,539.97,156.99,592.30,275.28,1.79,0.89,1.04,-0.70,1.42,11.45,"1.68
"
47426,Pedestrian,0.00,0,-1.38,309.64,159.11,329.64,208.48,1.82,0.78,0.94,-10.59,1.03,26.61,"-1.76
"
47427,Pedestrian,0.00,2,-1.32,409.45,162.84,423.45,197.94,1.76,0.69,1.21,-9.51,0.87,36.25,"-1.57
"
47428,Pedestrian,0.00,2,-1.34,310.47,155.51,324.47,192.28,1.93,0.59,0.70,-15.31,0.62,37.65,"-1.72
"
47432,Pedestrian,0.00,0,-1.23,338.28,155.40,351.94,194.58,2.01,0.76,0.84,-13.43,0.72,36.83,"-1.57
"
47433,Pedestrian,0.00,2,-1.30,320.18,158.99,339.67,193.46,1.75,0.65,1.07,-14.25,0.66,36.65,"-1.66
"
47434,Pedestrian,0.00,0,2.21,40.22,152.68,81.89,258.51,1.76,0.57,0.50,-9.27,1.30,12.06,"1.57
"
47435,Pedestrian,0.13,0,2.24,4.19,144.60,50.52,252.03,1.90,0.59,0.61,-10.57,1.26,12.81,"1.56
"
47436,Pedestrian,0.00,0,-2.30,516.56,163.35,571.56,275.79,1.63,0.55,1.28,-0.92,1.38,10.88,"-2.38
"
47437,Pedestrian,0.00,0,-2.60,665.45,153.27,708.12,272.58,1.85,0.75,1.04,1.42,1.43,11.60,"-2.48
"
47440,Pedestrian,0.00,0,1.38,296.52,156.65,309.52,193.17,1.89,0.80,0.50,-15.74,0.65,37.06,"0.98
"
47441,Pedestrian,0.00,0,-2.68,220.75,153.26,235.09,197.15,1.90,0.53,0.35,-16.45,0.72,30.93,"3.12
"
47442,Pedestrian,0.00,2,2.55,1060.44,175.91,1084.44,212.19,1.80,0.80,0.76,23.50,1.58,35.67,"3.13
"
47451,Pedestrian,0.00,1,0.17,437.34,158.20,510.93,309.50,1.72,0.55,1.10,-1.60,1.48,8.40,"-0.01
"
47468,Pedestrian,0.00,0,-2.41,68.16,155.81,154.50,328.93,1.76,0.45,1.01,-5.31,1.52,7.48,"-3.00
"
47476,Pedestrian,0.00,1,-0.19,733.75,185.10,754.42,243.64,1.78,0.53,0.95,4.22,2.17,22.42,"-0.01
"
47479,Pedestrian,0.00,0,1.30,814.95,163.55,843.62,252.65,1.64,0.56,0.78,4.11,1.47,13.71,"1.58
"
47499,Pedestrian,0.00,0,0.65,528.01,161.37,555.88,213.53,1.83,0.69,1.03,-2.22,1.16,25.37,"0.57
"
47501,Pedestrian,0.00,0,0.24,413.82,160.45,435.08,217.50,1.80,0.61,1.04,-5.77,1.17,22.78,"0.00
"
47502,Pedestrian,0.00,1,0.59,253.15,176.12,284.66,221.33,1.72,0.55,0.93,-12.99,1.56,27.32,"0.15
"
47503,Pedestrian,0.00,1,0.57,243.87,178.61,275.97,222.11,1.62,0.48,0.96,-13.06,1.56,26.73,"0.13
"
47505,Pedestrian,0.00,2,-2.85,351.03,170.78,371.39,215.48,1.60,0.54,0.84,-8.77,1.26,25.83,"3.11
"
47506,Pedestrian,0.00,1,-3.09,342.50,168.58,365.31,222.50,1.80,0.54,1.03,-8.47,1.40,24.12,"2.86
"
47507,Pedestrian,0.00,2,-2.90,427.93,161.42,441.91,217.20,1.95,0.56,0.82,-5.96,1.28,25.10,"-3.13
"
47520,Pedestrian,0.00,0,0.54,572.78,171.24,579.78,190.65,1.90,0.42,1.04,-3.38,1.75,71.20,"0.50
"
47521,Pedestrian,0.00,1,0.68,578.26,171.59,583.92,190.41,1.87,0.50,0.90,-2.91,1.75,72.08,"0.64
"
47535,Pedestrian,0.32,3,-2.23,1060.79,135.05,1237.00,373.00,1.61,0.91,0.91,3.91,1.32,4.99,"-1.59
"
47537,Pedestrian,0.00,2,-1.78,781.82,151.20,817.23,247.95,1.65,0.88,0.49,3.35,1.14,12.55,"-1.53
"
47561,Pedestrian,0.00,0,2.56,1033.67,123.38,1114.67,371.91,1.77,0.57,0.42,3.47,1.42,5.43,"3.10
"
47573,Pedestrian,0.00,0,-1.53,302.11,183.50,366.29,347.74,1.58,0.67,0.87,-2.97,1.70,7.49,"-1.89
"
47574,Pedestrian,0.00,0,-2.79,440.17,182.63,461.89,245.62,1.58,0.66,0.53,-4.14,1.84,18.55,"-3.01
"
47575,Pedestrian,0.00,0,0.56,419.20,177.97,443.44,244.59,1.70,0.61,0.51,-4.76,1.83,18.74,"0.31
"
47587,Pedestrian,0.00,1,-0.17,722.64,184.67,742.97,240.35,1.78,0.53,0.95,3.94,2.18,23.56,"-0.01
"
47589,Pedestrian,0.21,3,-1.45,1153.52,132.60,1237.52,350.15,1.59,0.66,0.65,4.66,1.23,5.64,"-0.79
"
47591,Pedestrian,0.00,0,-1.94,831.13,144.25,886.46,262.98,1.75,0.82,1.14,3.79,1.20,11.19,"-1.63
"
47592,Pedestrian,0.00,0,-1.31,581.27,158.09,611.94,245.18,1.77,0.94,0.93,-0.34,1.30,15.15,"-1.33
"
47593,Pedestrian,0.00,1,-2.96,452.60,159.73,480.27,243.06,1.73,0.67,0.83,-3.00,1.28,15.32,"3.12
"
47594,Pedestrian,0.00,0,1.70,528.33,157.93,553.66,233.49,1.82,0.80,0.86,-1.51,1.25,17.76,"1.61
"
47595,Pedestrian,0.00,1,1.39,726.03,144.09,755.36,227.92,1.88,0.78,1.03,3.12,1.04,16.68,"1.57
"
47604,Pedestrian,0.00,0,-1.52,541.78,153.09,605.78,327.11,1.76,0.66,1.01,-0.38,1.48,7.67,"-1.57
"
47613,Pedestrian,0.00,0,2.74,523.09,174.38,552.21,233.73,1.61,0.87,1.03,-1.98,1.42,20.22,"2.64
"
47652,Pedestrian,0.00,0,-1.70,282.69,164.23,331.69,300.38,1.79,0.66,0.94,-4.27,1.68,10.04,"-2.09
"
47653,Pedestrian,0.00,0,0.83,402.38,168.20,434.71,276.19,1.77,0.55,0.79,-3.36,1.70,12.25,"0.56
"
47654,Pedestrian,0.00,1,1.06,408.30,163.39,440.64,272.17,1.86,0.64,0.84,-3.20,1.70,12.86,"0.82
"
47692,Pedestrian,0.00,0,0.23,438.79,169.73,456.29,226.94,1.72,0.74,0.56,-5.05,1.63,22.12,"0.01
"
47744,Pedestrian,0.00,1,2.35,660.35,169.95,678.02,207.31,1.61,0.87,1.03,2.70,1.11,31.67,"2.43
"
47816,Pedestrian,0.00,0,-0.28,470.05,178.71,477.90,201.36,1.75,0.67,0.58,-10.70,2.21,56.40,"-0.46
"
47824,Pedestrian,0.00,1,2.49,1007.55,139.19,1083.89,304.62,1.91,0.49,1.00,5.28,1.43,8.49,"3.03
"
47906,Pedestrian,0.00,0,-2.09,296.36,156.03,341.48,272.36,1.88,0.69,0.47,-4.82,1.47,12.01,"-2.47
"
47907,Pedestrian,0.00,0,2.29,601.82,173.76,636.24,239.36,1.51,1.01,0.97,0.20,1.33,17.25,"2.30
"
47908,Pedestrian,0.00,0,0.94,493.14,168.91,517.68,243.68,1.66,0.65,0.72,-2.39,1.38,16.42,"0.79
"
47909,Pedestrian,0.00,0,1.52,553.45,166.93,573.08,228.34,1.72,0.88,0.90,-1.33,1.31,20.65,"1.45
"
47910,Pedestrian,0.00,0,-1.55,625.03,164.50,643.32,217.38,1.77,0.94,0.93,0.97,1.20,24.61,"-1.52
"
47911,Pedestrian,0.00,2,1.63,610.15,167.08,622.25,206.37,1.73,0.67,0.83,0.63,1.10,32.15,"1.64
"
47915,Pedestrian,0.00,0,-1.57,580.96,156.09,617.68,267.17,1.74,0.55,0.58,-0.13,1.36,11.40,"-1.58
"
47937,Pedestrian,0.00,0,0.99,696.62,142.18,738.95,274.27,1.68,0.45,0.75,1.64,1.19,9.41,"1.16
"
47938,Pedestrian,0.00,0,1.37,558.30,128.52,587.97,231.94,1.95,0.63,0.74,-0.61,0.97,13.78,"1.33
"
47939,Pedestrian,0.00,0,1.30,607.32,143.03,637.32,231.82,1.71,0.60,0.52,0.43,0.99,13.94,"1.34
"
47940,Pedestrian,0.00,0,1.17,670.10,148.16,702.10,228.71,1.59,0.46,0.67,1.63,0.95,14.35,"1.28
"
47958,Pedestrian,0.49,0,-2.67,1069.37,176.57,1222.66,374.00,1.68,0.50,0.42,2.58,1.70,3.52,"-2.08
"
47961,Pedestrian,0.00,2,-1.96,470.70,177.39,506.36,276.78,1.68,0.52,0.55,-2.19,1.76,12.56,"-2.13
"
47994,Pedestrian,0.00,0,-0.51,467.89,177.55,475.56,201.00,1.75,0.67,0.58,-10.52,2.11,54.46,"-0.70
"
48028,Pedestrian,0.00,0,2.44,819.74,156.04,878.74,298.67,1.74,0.52,0.72,3.00,1.44,9.02,"2.75
"
48034,Pedestrian,0.00,0,2.44,116.56,154.31,164.90,268.54,1.86,0.58,0.93,-7.89,1.44,12.07,"1.87
"
48035,Pedestrian,0.00,1,2.51,95.38,151.07,132.05,263.02,1.90,0.55,0.61,-8.53,1.41,12.41,"1.93
"
48037,Pedestrian,0.00,0,-0.75,595.32,166.45,620.57,243.12,1.66,0.61,0.93,0.27,1.35,15.85,"-0.73
"
48040,Pedestrian,0.00,0,-0.90,783.26,154.27,802.26,213.34,1.78,0.64,0.36,5.76,0.99,21.70,"-0.65
"
48041,Pedestrian,0.00,1,2.23,675.81,157.15,692.14,193.70,1.80,0.77,0.84,3.94,0.65,35.39,"2.34
"
48042,Pedestrian,0.00,1,-1.49,645.52,161.84,655.85,198.98,1.80,0.67,0.50,2.20,0.90,34.66,"-1.42
"
48043,Pedestrian,0.00,0,-1.47,660.20,159.63,669.87,196.79,1.80,0.63,0.47,2.92,0.79,34.62,"-1.39
"
48044,Pedestrian,0.00,1,2.28,716.80,154.49,729.47,190.95,1.92,0.55,1.16,6.26,0.54,37.72,"2.45
"
48045,Pedestrian,0.00,1,2.74,730.95,153.42,741.62,192.68,1.97,0.61,1.00,6.64,0.61,35.96,"2.92
"
48092,Pedestrian,0.00,0,-0.17,631.33,144.49,718.00,325.09,1.81,0.77,1.14,0.87,1.45,7.55,"-0.06
"
48103,Pedestrian,0.00,2,-2.02,955.84,144.25,1007.43,314.28,1.82,0.69,0.68,4.03,1.52,8.07,"-1.57
"
48118,Pedestrian,0.45,0,-1.67,0.00,175.63,140.73,373.00,1.68,0.64,0.91,-3.24,1.66,4.27,"-2.30
"
48119,Pedestrian,0.00,0,-2.10,214.84,161.20,297.17,367.37,1.80,0.83,0.92,-3.42,1.62,6.87,"-2.55
"
48120,Pedestrian,0.00,1,-1.64,146.38,168.28,218.72,363.48,1.72,0.69,0.88,-4.05,1.60,6.89,"-2.16
"
48123,Pedestrian,0.00,0,1.36,658.36,156.10,682.36,227.49,1.81,1.06,0.73,1.57,1.16,18.69,"1.44
"
48124,Pedestrian,0.00,0,-1.54,505.91,168.70,521.58,215.89,1.73,0.84,0.86,-3.51,1.26,26.91,"-1.68
"
48125,Pedestrian,0.00,0,-1.57,517.34,166.25,533.00,215.24,1.81,0.90,0.95,-2.96,1.25,27.14,"-1.68
"
48126,Pedestrian,0.00,2,-1.50,387.41,166.43,411.74,220.36,1.78,0.92,1.01,-7.06,1.28,24.33,"-1.78
"
48134,Pedestrian,0.00,0,-1.84,1053.62,112.03,1128.62,323.51,1.96,0.68,0.80,4.71,1.40,7.17,"-1.27
"
48135,Pedestrian,0.00,0,-1.86,1124.71,109.52,1209.04,325.80,1.94,0.65,0.74,5.26,1.38,6.92,"-1.23
"
48147,Pedestrian,0.00,0,-1.81,915.35,161.46,950.94,258.17,1.65,0.50,0.50,5.54,1.46,12.58,"-1.41
"
48176,Pedestrian,0.04,1,1.26,2.03,156.60,93.37,358.73,1.86,0.64,0.84,-5.58,1.72,7.14,"0.61
"
48231,Pedestrian,0.00,0,-1.83,118.75,159.08,188.09,330.10,1.88,0.69,0.47,-5.16,1.63,8.30,"-2.37
"
48232,Pedestrian,0.00,0,2.20,517.26,182.65,558.26,274.00,1.51,1.01,0.97,-1.22,1.54,12.62,"2.10
"
48233,Pedestrian,0.00,2,-1.32,847.22,169.43,873.55,249.09,1.59,0.66,0.65,5.19,1.35,14.78,"-0.99
"
48234,Pedestrian,0.00,0,0.19,429.44,173.98,451.44,267.19,1.66,0.65,0.72,-3.09,1.53,13.18,"-0.04
"
48235,Pedestrian,0.00,2,1.51,514.96,172.65,541.62,248.26,1.72,0.88,0.90,-1.94,1.52,16.89,"1.39
"
48236,Pedestrian,0.00,2,-1.83,781.78,160.49,811.11,234.11,1.75,0.82,1.14,4.62,1.25,17.69,"-1.59
"
48237,Pedestrian,0.00,0,-1.55,605.83,169.12,625.50,228.35,1.77,0.94,0.93,0.19,1.40,22.03,"-1.55
"
48238,Pedestrian,0.00,0,1.74,587.32,172.11,601.99,218.31,1.73,0.67,0.83,-0.43,1.38,27.37,"1.72
"
48245,Pedestrian,0.06,1,0.34,193.47,144.46,275.14,374.00,1.87,0.64,0.65,-3.07,1.65,5.87,"-0.12
"
48254,Pedestrian,0.00,2,-1.20,674.81,175.19,687.31,212.05,1.54,0.84,0.75,2.62,1.65,30.70,"-1.11
"
48284,Pedestrian,0.00,2,1.44,710.76,171.52,721.43,208.31,1.64,0.56,0.78,4.69,1.59,32.66,"1.58
"
48300,Pedestrian,0.07,1,-2.02,935.95,181.93,1033.62,374.00,1.54,0.77,0.63,2.89,1.61,5.74,"-1.58
"
48316,Pedestrian,0.00,0,1.60,813.89,153.42,855.07,279.22,1.81,0.63,0.56,3.39,1.42,10.51,"1.91
"
48317,Pedestrian,0.69,0,-2.19,1017.35,98.59,1223.00,369.00,1.89,0.70,1.07,2.50,1.58,3.20,"-1.58
"
48318,Pedestrian,0.00,0,0.86,279.86,137.75,358.00,348.21,1.96,0.86,1.22,-2.98,1.56,7.23,"0.49
"
48327,Pedestrian,0.12,0,-1.83,768.05,165.55,848.38,373.00,1.73,0.84,0.86,1.55,1.62,5.75,"-1.59
"
48328,Pedestrian,0.10,0,-1.92,853.70,151.89,964.36,373.00,1.81,0.90,0.95,2.36,1.59,5.77,"-1.55
"
48329,Pedestrian,0.04,0,-1.18,172.63,165.55,270.96,373.00,1.78,0.92,1.01,-3.43,1.65,6.45,"-1.66
"
48330,Pedestrian,0.00,0,-2.88,749.12,172.06,780.78,260.37,1.79,0.86,1.02,3.27,1.60,15.19,"-2.68
"
48331,Pedestrian,0.00,2,-1.68,752.96,173.04,783.96,251.52,1.75,0.78,0.84,3.77,1.56,16.43,"-1.46
"
48332,Pedestrian,0.00,0,2.75,1172.73,148.34,1223.73,245.29,1.77,0.85,1.15,11.05,1.17,13.67,"-2.86
"
48333,Pedestrian,0.00,2,2.05,907.99,161.90,932.65,236.66,1.73,0.69,0.56,7.38,1.28,17.06,"2.45
"
48334,Pedestrian,0.00,1,-1.82,1086.71,159.88,1166.38,355.75,1.63,0.61,0.82,4.71,1.45,6.46,"-1.21
"
48352,Pedestrian,0.00,0,0.59,237.43,168.18,315.43,317.84,1.63,0.40,0.97,-3.76,1.51,7.99,"0.16
"
48433,Pedestrian,0.00,0,-2.92,426.17,157.83,492.99,301.14,1.71,0.45,1.08,-1.87,1.45,8.72,"-3.12
"
48444,Pedestrian,0.00,2,2.64,774.53,163.13,798.19,222.85,1.78,0.78,0.65,5.37,1.49,21.94,"2.88
"
48468,Pedestrian,0.00,0,-0.06,618.44,157.48,689.44,309.78,1.72,0.55,1.10,0.49,1.47,8.34,"-0.00
"
48479,Pedestrian,0.00,0,-1.00,883.23,170.42,918.23,239.44,1.64,0.63,0.86,7.03,1.59,17.65,"-0.62
"
48480,Pedestrian,0.00,2,1.93,969.00,175.32,994.00,227.66,1.49,0.55,0.78,10.79,1.57,21.04,"2.39
"
48481,Pedestrian,0.00,1,2.51,1122.60,165.33,1144.60,232.35,1.81,0.51,0.34,14.30,1.61,19.72,"3.13
"
48482,Pedestrian,0.00,0,2.26,1045.05,171.70,1057.71,213.64,1.80,0.43,0.20,19.03,1.75,31.22,"2.81
"
48565,Pedestrian,0.00,0,2.74,893.16,136.47,931.50,287.00,1.77,0.57,0.42,3.64,1.35,8.78,"3.12
"
48567,Pedestrian,0.54,0,-0.72,1180.47,149.34,1241.00,316.15,1.78,0.53,0.95,6.98,1.53,7.99,"-0.02
"
48568,Pedestrian,0.00,0,-1.87,825.47,171.60,847.47,238.94,1.69,0.53,0.77,5.72,1.66,18.50,"-1.57
"
48569,Pedestrian,0.00,0,-1.81,802.95,165.30,831.62,239.27,1.85,0.61,0.77,5.24,1.67,18.49,"-1.54
"
48583,Pedestrian,0.00,1,-1.95,897.28,162.37,926.81,229.47,1.70,0.69,0.68,7.70,1.44,18.70,"-1.57
"
48584,Pedestrian,0.00,1,-2.00,929.73,161.34,954.99,229.22,1.70,0.48,0.87,8.40,1.42,18.53,"-1.58
"
48635,Pedestrian,0.54,3,-2.19,1072.11,126.04,1237.00,373.00,1.75,0.82,1.14,3.72,1.43,4.56,"-1.54
"
